      HaloID      x[Mpc/h]     y[MPc/h]     z[MPc/h] m500c[Msol]    Avail[0/1]  Files_1 Files_2 Files_3 Files_4
           0      865.502      2430.57      2303.74  3.45108e+15       1        2071          0       0  0
           1      1587.37      1239.56      2614.65  2.60080e+15       1        2179
           2      2510.76      907.087      31.4879  3.14735e+15       0        3190
           3      2522.25      2275.11      2243.24  1.57228e+15       1         663
           4      186.889      2048.44      2522.29  1.57377e+15       0        1163        4642
           5      2211.13      2364.17      1775.93  1.90508e+15       1        1754
           6      34.9554      436.063      2115.54  2.57878e+15       1         548
           7      353.840      5.05925      1486.77  1.67423e+15       1        1281
           8      17.1674      116.807      2154.04  1.24903e+15       1         418
           9      203.500      7.24005      1655.06  2.06041e+15       0        2792
          10      2330.02      1538.21      921.568  1.33119e+15       0        1727        3594
          11      2231.11      1132.28      366.347  1.25075e+15       1         715        2158
          12      1348.08      1566.73      1507.96  1.57531e+15       0        5283
          13      1977.65      1189.42      1054.24  1.97166e+15       1         816
          14      472.769      324.458      1318.58  1.81802e+15       0        4489
          15      1074.95      882.610      2505.92  2.01354e+15       1        1425
          16      20.9202      6.08263      1083.61  2.03035e+15       1         462
          17      2534.67      1918.52      1814.61  1.49270e+15       0        3925
          18      1626.01      1095.64      2493.91  1.67170e+15       0        4518
          19      1664.44      1321.17      1324.54  1.97992e+15       1         956
          20      2107.80      438.560      1754.35  2.03211e+15       1         388
          21      2651.49      780.221      1582.83  1.67421e+15       1        1476
          22      2028.64      1937.06      460.214  7.35016e+14       0        4289
          23      821.219      2323.32      473.749  1.20907e+15       1         890
          24      1109.41      1458.15      1842.61  1.60960e+15       0        6084
          25      642.556      878.579      1536.93  1.40834e+15       0        5094
          26      1292.38      2452.84      1088.46  1.07871e+15       0        5305
          27      1685.73      1373.00      279.616  1.88866e+15       0        4504
          28      1630.03      724.054      2646.35  1.34172e+15       1         675        1830
          29      1555.53      982.307      2010.22  1.70300e+15       0        5872
          30      1255.41      1049.30      492.589  8.63427e+14       0        5037
          31      766.319      1350.32      2204.81  1.52996e+15       0        2485
          32      2661.81      2194.15      1589.56  1.42116e+15       0        5894
          33      418.760      1634.21      1223.44  1.08600e+15       1         159
          34      53.8222      2064.26      2322.18  2.08586e+15       1        1768
          35      2565.13      451.219      1274.32  5.13794e+14       1        1546
          36      2164.74      155.771      2660.63  1.07207e+15       1        2313
          37      732.607      1652.48      747.065  1.70828e+15       0        2962
          38      1926.62      1346.57      1798.20  1.81115e+15       1          18         528
          39      1755.82      2050.42      2012.99  1.31400e+15       0        3679
          40      1565.59      978.857      2597.46  1.15369e+15       1        1574
          41      1006.31      2323.06      599.258  1.52663e+15       0        3562        4857
          42      2417.63      863.091      659.808  8.97982e+14       0        3397
          43      1795.39      1570.36      1368.89  1.38825e+15       0        5369
          44      1059.56      1911.33      2350.13  8.37690e+14       1          49
          45      2554.16      2333.20      2374.41  1.45368e+15       0        4087
          46      2127.34      1355.50      1534.27  1.68229e+15       0        4383
          47      919.288      14.9120      282.136  1.76221e+15       0        2848
          48      285.867      119.067      1841.98  1.43378e+15       0        4424
          49      241.450      2664.79      1979.81  7.57228e+14       1         509
          50      1429.12      1196.26      2563.17  1.78334e+15       0         563        2187        3136
          51      1929.69      357.337      174.470  1.52703e+15       0        3940
          52      1440.29      1726.39      1578.89  1.30319e+15       1         588
          53      2183.76      1222.69      1393.27  1.39736e+15       0        5419        5513
          54      721.382      710.615      1043.69  1.01919e+15       1        1016
          55      1253.80      234.621      1555.60  1.38530e+15       0        2523
          56      822.080      2144.27      4.03230  1.54274e+15       0        3961
          57      204.198      221.510      2330.96  5.12264e+14       1        2294
          58      781.960      1513.85      785.608  1.78190e+15       0        2097        4167
          59      723.315      2200.44      531.746  1.08600e+15       0        5813
          60      537.382      834.648      875.074  1.33183e+15       0        2387
          61      1605.43      77.5314      1553.26  1.32997e+15       1        1291
          62      1354.30      817.104      323.179  1.45319e+15       0        6081
          63      457.911      176.930      1768.13  1.58318e+15       0        4337
          64      291.646      2490.51      1260.70  1.40598e+15       0        1897        2490
          65      414.497      2629.61      578.399  1.48627e+15       0        5231
          66      201.291      369.935      2379.66  1.51317e+15       0        4291
          67      1445.89      1044.03      2161.90  1.40373e+15       1         481
          68      792.665      2514.02      203.478  1.22195e+15       0        5580
          69      1640.23      1598.83      1469.42  1.83667e+15       0        5246
          70      1710.14      159.443      2230.58  1.46046e+15       1        1371
          71      215.343      1583.78      981.042  1.02500e+15       1         752
          72      2224.26      1682.68      937.055  1.26059e+15       0          38        5750
          73      1746.43      1830.18      1758.00  1.64113e+15       1        2095
          74      865.591      1488.85      1634.20  1.42195e+15       1        1114
          75      996.751      981.246      2258.28  1.78186e+15       0        4636
          76      382.522      280.576      2113.47  1.46947e+15       1        1752
          77      307.171      1915.85      1273.56  1.24756e+15       0        4640
          78      87.6008      589.277      2330.00  1.61878e+15       0        3391        3768
          79      1012.62      2118.17      2216.89  1.33752e+15       1        1452
          80      239.312      285.257      610.314  1.03012e+15       0        3042
          81      1628.11      2646.95      1728.28  1.43446e+15       1         379
          82      1188.25      1352.24      453.713  5.51997e+14       1         516
          83      591.145      735.713      2561.13  1.37606e+15       1         544
          84      39.3452      1528.56      1953.57  1.83569e+15       0        5075
          85      1858.38      1450.72      179.429  1.64980e+15       0        4841
          86      1030.53      1970.17      635.686  6.63274e+14       0        3734
          87      1296.97      2561.11      722.632  6.16531e+14       0        4934
          88      973.056      620.490      2675.47  1.21484e+15       0        3878
          89      2478.80      1674.14      2358.69  1.55900e+15       0        2763        3461
          90      2566.11      2090.25      1904.44  9.08803e+14       1        1572
          91      490.170      1840.14      1134.48  1.21176e+15       0        2842        5546
          92      720.256      557.248      785.097  7.15249e+14       0        3115
          93      2373.58      999.186      301.043  1.32380e+15       0        3263
          94      1082.50      1199.09      1338.73  1.19782e+15       0        5392
          95      1994.61      1596.87      2673.93  1.41473e+15       0        1774        3803
          96      2600.58      314.853      2635.08  5.81778e+14       0        3067
          97      1064.98      1513.83      519.415  8.83660e+14       1         487        1946
          98      1092.00      1211.42      1082.28  1.61333e+15       1         989
          99      411.785      841.349      1903.74  8.56883e+14       1        1047
         100      78.5807      40.1147      2054.86  5.58781e+14       0        4972
         101      2664.27      845.242      1658.95  1.35244e+15       1        1862
         102      1156.84      320.316      736.726  5.58891e+14       1        1988
         103      2473.46      2568.81      2152.66  1.18877e+15       1        1828
         104      130.429      2245.64      421.424  9.68422e+14       0         877        4348
         105      860.154      134.641      970.225  1.15864e+15       1        1164
         106      2309.19      575.731      1536.16  1.30657e+15       1         537
         107      1081.46      368.541      761.912  1.80587e+15       1         694
         108      1498.07      1486.67      7.05414  9.45113e+14       1         718
         109      2465.44      1667.99      1592.88  9.58654e+14       0        2443
         110      2421.82      1460.68      1344.11  6.86296e+14       0        2668        3228
         111      692.333      2151.44      644.403  1.26760e+15       0        5813
         112      723.906      563.841      275.358  8.99463e+14       1        1601
         113      1889.93      771.138      2114.08  1.16989e+15       1        1441
         114      2384.37      1766.19      2218.36  1.66249e+15       1         813        1433
         115      430.709      2378.00      115.804  1.22060e+15       0        5160
         116      875.801      2641.45      1257.33  1.55591e+15       0        3699        4072
         117      2064.78      1890.87      941.794  1.26653e+15       0        4698
         118      1494.69      1492.72      5.40247  1.28673e+15       1         718
         119      1244.36      2098.29      238.925  6.96567e+14       1         111
         120      556.844      268.778      154.718  1.48822e+15       0        3641
         121      739.922      1823.38      1778.16  1.30433e+15       0        4007
         122      2550.77      1947.37      1550.78  5.78262e+14       0        6036
         123      680.898      1283.86      1981.17  5.97861e+14       0        5201
         124      1195.93      1988.92      1510.75  1.32852e+15       0        1107        2918
         125      635.340      507.554      2442.62  1.51157e+15       0        4431
         127      2548.16      1264.62      653.002  1.50573e+15       1        1096
         128      1585.25      193.154      1327.32  1.10530e+15       0        4073
         129      515.567      680.542      1776.00  1.02148e+15       1         438
         130      984.885      2180.59      372.108  1.24009e+15       0        4334
         131      1077.03      733.001      1415.18  1.54519e+15       1        1468
         132      1369.74      2130.46      196.717  1.29483e+15       0        3631
         133      2217.25      2356.41      1767.63  1.47208e+15       1        1754
         134      783.312      1857.82      2164.74  1.21168e+15       0        4883
         135      1894.43      1221.31      782.998  1.08413e+15       1         800
         136      286.495      2320.40      1182.25  9.97398e+14       0        2492
         137      579.838      2622.19      605.236  8.45579e+14       1        1289
         138      1363.32      2284.49      1781.71  1.19838e+15       0        6007
         139      1306.37      2602.49      1155.27  9.70523e+14       1         862
         140      1278.03      705.802      1442.88  6.19285e+14       0        5288
         141      551.566      1691.94      1916.31  7.66984e+14       0        5933
         142      1734.36      385.732      90.8412  1.23780e+15       0        2446
         143      2133.09      75.2975      2565.23  1.00929e+15       0        3687
         144      2208.87      1284.12      782.642  1.41642e+15       0        4597
         145      222.398      1924.25      2666.81  8.71520e+14       0        4716
         146      2305.50      1959.44      32.8503  8.97931e+14       0        3184
         147      642.123      1379.37      1286.06  1.45350e+15       1        1498
         148      1956.04      592.092      1606.02  1.03688e+15       0        6126
         149      2201.61      1816.47      2396.15  9.62038e+14       0        3433
         150      1299.25      2293.77      2479.40  1.30658e+15       0        4858        4988
         151      102.284      1425.31      2453.95  1.36804e+15       0        3561
         152      2486.92      1290.03      2013.70  1.08285e+15       1         918
         153      1815.26      2032.19      1429.72  1.26808e+15       1         871
         154      1161.18      67.4055      112.419  1.24245e+15       1        1030
         156      1981.40      662.469      137.678  1.30384e+15       0        3505
         157      2295.93      588.000      1712.73  1.45114e+15       0        2821
         158      1049.64      510.744      1732.27  1.21481e+15       0        5010
         159      1224.24      2555.39      464.443  5.03861e+14       0        2703
         160      499.634      1249.69      1110.98  9.47842e+14       0        4727
         161      1665.31      1550.84      2651.06  1.41967e+15       0        5854
         162      1973.91      2226.53      1250.38  1.31003e+15       0        5493
         163      337.466      382.118      449.769  1.15604e+15       0        6130
         164      409.824      90.0128      2320.28  1.17318e+15       1        1578
         165      1088.32      1450.90      2537.65  1.29130e+15       1         698
         166      182.211      463.231      2026.02  1.49481e+15       0        5810
         167      1035.22      2360.37      1076.84  7.57311e+14       0        3138
         168      2260.14      2492.42      1816.61  7.97383e+14       1         999
         169      1905.46      1527.20      1714.13  1.00743e+15       1        1853
         170      809.191      1817.96      2359.35  1.33455e+15       0        4861
         171      619.586      1209.90      828.838  1.05470e+15       0        4366
         172      818.623      1336.78      1917.00  6.37421e+14       0        4338
         173      1264.62      639.634      1004.21  1.36082e+15       1         381
         174      1582.66      1607.55      2548.09  9.67074e+14       1         352
         175      159.165      2355.37      568.803  6.21863e+14       1        1508
         176      2607.20      1537.45      183.382  1.19338e+15       0        2711        4315
         177      2104.46      255.199      1508.01  1.15659e+15       0        3914
         178      1517.76      2424.39      2659.41  1.83554e+15       1        2330
         179      208.215      2529.14      1616.27  1.24004e+15       0        3089
         180      889.691      1365.13      679.998  1.64399e+15       0        5554
         181      2072.93      1255.98      460.839  1.07693e+15       0        2568
         182      486.831      140.886      241.469  1.41652e+15       0        3037
         183      2019.84      599.964      1488.18  1.14196e+15       0        5814
         184      226.571      99.1434      2245.90  5.10052e+14       1        2111
         185      255.787      1430.15      2460.69  1.18702e+15       1        2092
         186      216.464      1130.98      2056.60  1.31266e+15       1         789
         187      2448.75      1396.97      558.560  1.08801e+15       1        2251
         188      2464.49      203.009      1623.65  1.35242e+15       1         727
         189      2471.32      388.817      877.218  1.22308e+15       1        2377
         190      1001.33      71.4005      1141.13  8.16721e+14       1        1319
         191      2326.27      2502.41      1787.07  1.14778e+15       1         999
         192      512.898      2252.91      630.554  1.62073e+15       0        5637
         193      458.872      1272.78      1061.79  1.45096e+15       0        4727
         194      2420.67      1303.14      1037.71  6.71754e+14       0        3043
